,Country,Model,Price,Km,Year,Power_Hd,Fuel,Gearbox,CO2,Consumption
218,FR,BMW X5,42879.0,77122 ,2018,,Diesel,Manual,- (,- (
219,FR,BMW X5,42900.0,71100 ,2017,,Diesel,Automatic,- (,- (
220,FR,BMW X5,42950.0,79449 ,2017,,- (Fuel),Automatic,77 ,- (
221,ES,BMW X5,5500.0,395000 ,2005,218 hp,Diesel,Manual,- (,8.7 
222,ES,BMW X5,6990.0,256600 ,2001,231 hp,Gasoline,Automatic,- (,12.9 
223,ES,BMW X5,7800.0,282400 ,2005,218 hp,Diesel,Automatic,- (,8.7 
224,ES,BMW X5,8800.0,298000 ,2008,235 hp,Diesel,Automatic,- (,8.1 
225,ES,BMW X5,10950.0,227000 ,2002,347 hp,Gasoline,Automatic,- (,- (
226,ES,BMW X5,11990.0,275000 ,2008,235 hp,Diesel,Automatic,- (,8.2 
227,ES,BMW X5,14500.0,169000 ,2007,235 hp,Diesel,Automatic,- (,8.1 
228,ES,BMW X5,17990.0,124600 ,2009,235 hp,Diesel,Automatic,- (,8.2 
229,ES,BMW X5,19990.0,177330 ,2011,245 hp,Diesel,Automatic,- (,7.4 
230,ES,BMW X5,23000.0,145000 ,2012,306 hp,Gasoline,Automatic,- (,10.1 
231,ES,BMW X5,23900.0,182000 ,2014,218 hp,Diesel,Automatic,- (,5.6 
232,ES,BMW X5,23990.0,143000 ,2011,306 hp,Diesel,Automatic,- (,7.5 
233,ES,BMW X5,24990.0,269000 ,2014,258 hp,Diesel,Automatic,- (,5.9 
234,ES,BMW X5,25990.0,119000 ,2013,245 hp,Diesel,Automatic,- (,7.4 
235,ES,BMW X5,26900.0,67024 ,2011,306 hp,Diesel,Automatic,- (,7.5 
236,ES,BMW X5,29890.0,167552 ,2015,313 hp,Diesel,Automatic,- (,3.3 
237,ES,BMW X5,29900.0,128000 ,2017,231 hp,Diesel,Automatic,- (,5.3 
238,ES,BMW X5,29990.0,101077 ,2015,258 hp,Diesel,Automatic,- (,5.9 
239,ES,BMW X5,32900.0,119865 ,2016,313 hp,Electric/Gasoline,Automatic,- (,3.3 
